,PIR_364mg.kg_5d_NN_OG_Rep1,PIR_364mg.kg_5d_NN_OG_Rep2,PIR_364mg.kg_5d_NN_OG_Rep3,Control_0_5d_NN_OG_Rep1,Control_0_5d_NN_OG_Rep6,Control_0_5d_NN_OG_Rep3
ENSRNOG00000042524,0,0,0,3,3,1
ENSRNOG00000042526,0,0,0,5,0,1
ENSRNOG00000042528,0,1,2,3,5,2
ENSRNOG00000042530,0,0,0,0,0,0
ENSRNOG00000042531,0,0,0,0,0,0
ENSRNOG00000042533,0,0,0,0,0,0
ENSRNOG00000042535,0,0,0,0,0,0
ENSRNOG00000042536,59,65,62,203,307,161
ENSRNOG00000042542,0,0,0,0,0,0
ENSRNOG00000042543,4335.23,760.14,8120.26,72825.22,82378.47,39055.47
ENSRNOG00000042547,0,0,0,2,41,0
ENSRNOG00000042552,0,0,0,0,0,0
ENSRNOG00000042555,0,0,0,0,0,0
ENSRNOG00000042556,43,30,30,91,84,46
ENSRNOG00000042560,50,29.55,34.71,138.49,123,76.68
ENSRNOG00000042561,209,211,198,786,627,542
ENSRNOG00000042569,0,0,0,1,2,1
ENSRNOG00000042570,0,0,0,0,0,0
ENSRNOG00000042576,48,50,50,208,231,156
ENSRNOG00000042579,0,0,0,0,1,0
ENSRNOG00000042580,6,9,11,20,24,18
ENSRNOG00000042581,0,0,0,0,1,1
ENSRNOG00000042588,0,0,0,0,1,0
ENSRNOG00000042592,7,9,12,77,50,29
ENSRNOG00000042596,0,0,0,3,0,0
ENSRNOG00000042598,0,0,0,0,0,0
ENSRNOG00000042601,1,0,0,1,0,1
ENSRNOG00000042602,0,0,0,0,0,0
ENSRNOG00000042603,161,187,187,602,664,536
ENSRNOG00000042605,0,0,0,0,2,0
ENSRNOG00000042607,243,249,339,151,146,45
ENSRNOG00000042609,0,0,0,0,0,0
ENSRNOG00000042612,0,0,0,0,0,0
ENSRNOG00000042620,268,74,249,283,2416,1448
ENSRNOG00000042623,4,2,6,15,9,2
ENSRNOG00000042628,3,2,1,35,30,17
ENSRNOG00000042630,35,35,36,49,52,27
ENSRNOG00000042634,0,1,0,3,2,2
ENSRNOG00000042646,0,0,0,0,0,0
ENSRNOG00000042648,0,0,0,0,0,0
ENSRNOG00000042649,0,0,0,0,0,0
ENSRNOG00000042653,69,71,66,211,220,150
ENSRNOG00000042658,2,2,3,0,0,0
ENSRNOG00000042660,2,1.6,0,1,0.9,3
ENSRNOG00000042665,1,1,1,3,0,3
ENSRNOG00000042667,0.58,1.79,1.24,1.83,3.04,3.7
ENSRNOG00000042668,80,51,63,458,383,284
ENSRNOG00000042679,80,71,125,454,257,321
ENSRNOG00000042680,0,0,0,0,0,0
ENSRNOG00000042682,91,160,132,603,464,405
ENSRNOG00000042686,161,103,154,691,508,365
ENSRNOG00000042687,0,0,0,0,0,0
ENSRNOG00000042690,0,2,0,1,0,0
ENSRNOG00000042691,64,50,34,139,116,106
ENSRNOG00000042692,203,243,137,785,868,801
ENSRNOG00000042696,559,557,445,1258,1196,963
ENSRNOG00000042697,0,0,0,0,0,0
ENSRNOG00000042701,0,0,0,0,0,0
ENSRNOG00000042702,48,58,62,169,146,122
ENSRNOG00000042705,0,0,0,0,0,0
ENSRNOG00000042706,0,0,0,0,0,0
ENSRNOG00000042711,0,0,0,0,0,0
ENSRNOG00000042714,172.28,195.49,114.72,429.54,465.16,356.97
ENSRNOG00000042716,4,0,0,32,8,5
ENSRNOG00000042717,14,0,3,16,2,0
ENSRNOG00000042719,0,0,0,0,0,0
ENSRNOG00000042720,145,152,120,518,400,487
ENSRNOG00000042721,2,3,0,244,875,425
ENSRNOG00000042726,2,3,0,7,4,0
ENSRNOG00000042727,2,0,0,8,9,0
ENSRNOG00000042728,124,87,78,398,374,207
ENSRNOG00000042729,2,4,8,6,17,13
ENSRNOG00000042731,0,0,0,0,1,0
ENSRNOG00000042732,0,0,0,0,0,0
ENSRNOG00000042736,0,0,0,0,0,0
ENSRNOG00000042740,186.99,238,159,523,634,436
ENSRNOG00000042741,1,1,1,26,10,4
ENSRNOG00000042747,3,6,1,9,16,14
ENSRNOG00000042748,0,0,0,0,0,0
ENSRNOG00000042749,0,0,0,0,0,0
ENSRNOG00000042751,0,0,0,0,0,0
ENSRNOG00000042752,0,0,1.02,3.04,0,2.03
ENSRNOG00000042753,57,30,45,1,1,0
ENSRNOG00000042758,192,219,164,974,551,536
ENSRNOG00000042771,357.3,131.66,344.6,2577.22,1284.32,1316.18
ENSRNOG00000042772,0,0,0,0,0,0
ENSRNOG00000042776,50,56,50,126,141,103
ENSRNOG00000042777,45,43,42,139,93,92
ENSRNOG00000042779,0,0,0,0,0,0
ENSRNOG00000042781,0,1,0,1,3,1
ENSRNOG00000042782,0,0,0,0,0,0
ENSRNOG00000042785,230,299,210,721,1878,1390
ENSRNOG00000042786,63,83,64,217,210,185
ENSRNOG00000042787,0,3,0,2,2,7
ENSRNOG00000042788,0,0,0,0,0,0
ENSRNOG00000042795,0,0,0,0,0,0
ENSRNOG00000042797,0,0,0,0,0,0
ENSRNOG00000042804,0,0,0,0,0,0
ENSRNOG00000042807,0,0,0,0,0,0
ENSRNOG00000042808,0,0,1,0,0,0
ENSRNOG00000042814,0,0,0,1,2,0
ENSRNOG00000042820,0,1,0,0,0,0
ENSRNOG00000042821,942,943,741,2224,2161,1813
ENSRNOG00000042823,0,0,0,0,0,0
ENSRNOG00000042825,27,16,24,116.95,167,67
ENSRNOG00000042826,73,66.77,68,175,194,187
ENSRNOG00000042833,2,2,5,0,3,1
ENSRNOG00000042838,125,125,161,1123,307,157
ENSRNOG00000042840,0,0,0,0,0,0
ENSRNOG00000042846,0,0,0,0,0,0
ENSRNOG00000042847,0,1,3,5,5,4
ENSRNOG00000042848,138,246,218,1280,727,542
ENSRNOG00000042851,0,0,0,0,0,0
ENSRNOG00000042852,0,0,0,0,0,0
ENSRNOG00000042855,176,108,114,821,707,559
ENSRNOG00000042860,0,0,0,0,0,0
ENSRNOG00000042867,0,0,0,0,0,0
ENSRNOG00000042868,0,0,0,0,0,0
ENSRNOG00000042869,139.45,139.64,89.34,266.22,299.66,234.47
ENSRNOG00000042878,109,124,118,311,293,267
ENSRNOG00000042879,303,341,303,815,732,636
ENSRNOG00000042884,5.19,2.1,12.03,39.81,28.4,14.42
ENSRNOG00000042886,839.51,858.35,841.16,2065.6,1922.48,1372.56
ENSRNOG00000042888,13,7,8,28,25,13
ENSRNOG00000042889,0,0,0,0,2,0
ENSRNOG00000042897,0,0,0,0,0,0
ENSRNOG00000042899,0,0,0,0,0,0
ENSRNOG00000042901,2843,3703,3927,19479,16977.81,12166.62
ENSRNOG00000042903,1134.77,1156.94,991.95,2323.77,2391.91,1560.96
ENSRNOG00000042905,265.22,201.31,186.92,1522.09,1238.66,761.76
ENSRNOG00000042912,0,0,0,3,3,2
ENSRNOG00000042915,2,0,1,10,9,10
ENSRNOG00000042916,185,154,157,383,387,314
ENSRNOG00000042918,19.6,11.95,16.86,125.36,105.84,78.57
ENSRNOG00000042925,0,0,0,0,0,0
ENSRNOG00000042927,0,0,0,0,0,0
ENSRNOG00000042929,32,37,51,335,238,129
ENSRNOG00000042932,141,155,160,418,353,277
ENSRNOG00000042939,0,0,0,4,1,1
ENSRNOG00000042940,0,0,0,0,0,0
ENSRNOG00000042944,7,7,7,50,40,47
ENSRNOG00000042948,0,0,0,0,0,0
ENSRNOG00000042950,1,0,0,3,2,0
ENSRNOG00000042951,93,98,109,419,332,278
ENSRNOG00000042954,0,0,0,0,0,0
ENSRNOG00000042956,0,0,0,0,0,0
ENSRNOG00000042960,3,2,2,5,1,2
ENSRNOG00000042961,2,1,3,6,7,3
ENSRNOG00000042962,216,233,179,505,524,388
ENSRNOG00000042967,0,0,0,0,0,0
ENSRNOG00000042970,0,0,0,0,0,0
ENSRNOG00000042971,0,0,0,0,0,0
ENSRNOG00000042975,5,2,0,14,15,13
ENSRNOG00000042977,322.72,364.82,311.86,846.29,839.65,580.96
ENSRNOG00000042978,200,292,306,859,480,88
ENSRNOG00000042980,50,35,31,245,193,195
ENSRNOG00000042983,222.69,217.54,253.5,673.67,499.61,424.54
ENSRNOG00000042985,0,0,0,0,0,0
ENSRNOG00000042990,2,2,4,16,9,11
ENSRNOG00000042991,0,0,0,0,0,0
ENSRNOG00000042995,0,0,0,0,0,0
ENSRNOG00000042996,0,1,0,3,0,0
ENSRNOG00000043002,47,73,65,220,192,146
ENSRNOG00000043006,548,670,597,2566,2047,1839
ENSRNOG00000043007,41,35,38,192,172,108
ENSRNOG00000043014,0,0,0,0,0,0
ENSRNOG00000043017,0,0,0,0,0,0
ENSRNOG00000043019,0,0,1,1,1,0
ENSRNOG00000043023,9,9,12,24,20,8
ENSRNOG00000043026,1,0,0,2,0,1
ENSRNOG00000043031,0,0,0,0,0,0
ENSRNOG00000043032,3.5,1.5,1,12.5,8,4
ENSRNOG00000043033,33.99,34,44,127.94,97,104
ENSRNOG00000043035,0,0,0,0,1,0
ENSRNOG00000043037,96,96,98,318,285,194
ENSRNOG00000043039,0,0,0,0,0,0
ENSRNOG00000043043,0,0,0,0,0,0
ENSRNOG00000043044,29,20,22,129,80,74
ENSRNOG00000043048,1.5,0,0,0,0,0.4
ENSRNOG00000043053,90,86,75,271,221,141
ENSRNOG00000043056,0,0,0,0,0,0
ENSRNOG00000043057,1.57,7,7.08,7,16.74,12.14
ENSRNOG00000043059,38,32,42,134,137,82
ENSRNOG00000043060,63,63,52,217,225,167
ENSRNOG00000043061,0,0,0,0,0,0
ENSRNOG00000043068,22.93,13.51,17.26,44.72,41.77,31.3
ENSRNOG00000043069,159,250,150,738,683,555
ENSRNOG00000043071,2,0,0,3,1,0
ENSRNOG00000043076,4,2,1,1,1,0
ENSRNOG00000043077,517,458,423,2172,1686,1338
ENSRNOG00000043083,0,0,0,0,0,0
ENSRNOG00000043085,0,1,0,2,1,2
ENSRNOG00000043088,0,0,0,0,0,0
ENSRNOG00000043089,0,0,0,0,0,0
ENSRNOG00000043093,2,1,1,13,10,2
ENSRNOG00000043094,49,30,26,182,89,56
ENSRNOG00000043095,823,794,832,2193,1722,1434
ENSRNOG00000043098,527.76,426.8,623.94,12027.14,787.87,213.98
ENSRNOG00000043099,859.49,952.96,978.55,1948.5,1656.05,1448.49
ENSRNOG00000043100,3.1,4.13,5.49,5.18,7.23,6.25
ENSRNOG00000043102,54,65,51,317,294,169
ENSRNOG00000043103,0,0,0,0,0,0
ENSRNOG00000043105,225,205,200,477,368,293
ENSRNOG00000043106,0,0,0,1,0,0
ENSRNOG00000043107,40,12.56,15.82,30.78,62.88,27.98
ENSRNOG00000043109,0,0,0,0,0,0
ENSRNOG00000043111,0,0,0,0,0,0
ENSRNOG00000043113,0,0,0,0,0,0
ENSRNOG00000043114,497,519,440,1239.97,1339,887
ENSRNOG00000043116,0,0,0,0,1,0
ENSRNOG00000043120,0,0,0,0,0,1
ENSRNOG00000043124,0,0,0,0,0,0
ENSRNOG00000043125,0,0,0,0,0,0
ENSRNOG00000043128,34,49,36,212,218,181
ENSRNOG00000043130,0,0,0,0,0,0
ENSRNOG00000043131,4789,2836,4227,41563,41155.43,26768
ENSRNOG00000043137,1,0,0,2,1,0
ENSRNOG00000043141,325,312,243,787,603,458
ENSRNOG00000043143,24,24,23,77,48,41
ENSRNOG00000043145,0,0,0,3,1,0
ENSRNOG00000043148,0,0,0,0,0,0
ENSRNOG00000043149,0,0,0,0,0,0
ENSRNOG00000043150,289,280,266,1196,1033,737
ENSRNOG00000043151,10,5,11,17,31,31
ENSRNOG00000043154,0,0,0,0,1,0
ENSRNOG00000043155,1,0,0,1,2,1
ENSRNOG00000043158,0,0,0,0,0,0
ENSRNOG00000043159,0,0,0,0,0,0
ENSRNOG00000043164,0,0,0,0,0,0
ENSRNOG00000043167,87,68,77,689,314,249
ENSRNOG00000043170,0,0,0,0,1,0
ENSRNOG00000043171,105,93,123,268,213,205
ENSRNOG00000043176,9.82,11.76,14.13,216.14,94.37,42.1
ENSRNOG00000043179,0,0,0,0,0,0
ENSRNOG00000043180,0,0,0,3,0,0
ENSRNOG00000043182,9,4,10,84,48,31
ENSRNOG00000043185,0,0,0,0,0,0
ENSRNOG00000043186,4,4,6,11,11,5
ENSRNOG00000043188,0,0,0,1,1,1
ENSRNOG00000043189,127,140,124,409,441,298
ENSRNOG00000043192,16,24,26,61,36,26
ENSRNOG00000043193,15,10,12,63,46,45
ENSRNOG00000043194,0,0,0,0,0,0
ENSRNOG00000043197,0,0,0,0,0,0
ENSRNOG00000043199,0,0,0,0,0,0
ENSRNOG00000043201,3537,4405,3168,11773,13875,13079
ENSRNOG00000043203,0,0,0,1,0,1
ENSRNOG00000043204,84,74,81,165,163,94
ENSRNOG00000043210,794,781,699,2166,1841,1506
ENSRNOG00000043212,97,79,83,360,442,287
ENSRNOG00000043215,0,0,0,1,0,0
ENSRNOG00000043219,10,7,6,24,36,16
ENSRNOG00000043223,112,252,213,358,380,240
ENSRNOG00000043225,84,68,66,318,314,240
ENSRNOG00000043229,0,0,0,0,0,0
ENSRNOG00000043233,518,551,367.86,2585,3337,2375.5
ENSRNOG00000043237,0,0,0,0,0,0
ENSRNOG00000043249,3,6,4,1,1,1
ENSRNOG00000043250,0,0,0,0,0,0
ENSRNOG00000043258,1,0,0,0,4,3
ENSRNOG00000043259,0,0,0,0,0,0
ENSRNOG00000043261,0,0,0,0,0,0
ENSRNOG00000043262,1,2,0,7.07,7,10
ENSRNOG00000043267,50,66,75,123,133,99
ENSRNOG00000043280,0,0,0,1,0,0
ENSRNOG00000043286,20,23,13,41,40,23
ENSRNOG00000043288,11,6,15,19,21,13
ENSRNOG00000043289,14,13,26,77,152.5,101
ENSRNOG00000043292,0,0,1,0,0,0
ENSRNOG00000043293,0,0,0,0,0,0
ENSRNOG00000043295,68,63,87,295,222,163
ENSRNOG00000043296,0,1,0,2,3,2
ENSRNOG00000043299,0,0,0,0,0,0
ENSRNOG00000043300,0,0,0,1,0,0
ENSRNOG00000043302,0,0,0,0,0,0
ENSRNOG00000043303,0,0,0,0,0,0
ENSRNOG00000043304,13,7,9,57,51,34
ENSRNOG00000043306,0,0,0,0,0,0
ENSRNOG00000043311,0,0,0,0,0,0
ENSRNOG00000043313,0,0,0,0,0,0
ENSRNOG00000043320,0,1,0,0,0,0
ENSRNOG00000043323,17,14,23,38,30,14
ENSRNOG00000043324,0,0,0,0,0,0
ENSRNOG00000043325,0,0,0,0,0,0
ENSRNOG00000043328,274,285,224,826,580,432
ENSRNOG00000043329,1,0,0,4,1,2
ENSRNOG00000043331,0,1,0,2,1,1
ENSRNOG00000043332,0,0,0,0,0,0
ENSRNOG00000043334,0,0,0,0,0,0
ENSRNOG00000043341,54.59,64.61,44,154.23,122.61,76.51
ENSRNOG00000043342,0,0,0,0,0,0
ENSRNOG00000043344,0,0,0,1,1,0
ENSRNOG00000043345,83,89,111,272,236,186
ENSRNOG00000043348,1069.33,1076.44,1136.89,2879.86,2695.24,1965.87
ENSRNOG00000043350,17,10,11,4,4,3
ENSRNOG00000043357,83,109,111,319,311,258
ENSRNOG00000043358,2,3,1,5,7,4
ENSRNOG00000043364,50,38,28,140,107,93
ENSRNOG00000043366,1,0,0,2,1,1
ENSRNOG00000043367,0,0,0,0,0,0
ENSRNOG00000043370,239,257,268,775,613,455
ENSRNOG00000043374,37,41,25,77,89,72
ENSRNOG00000043375,0,0.98,0.96,6.49,4.91,3.69
ENSRNOG00000043377,5459.92,5628,4563,8940.91,11924.96,7557.99
ENSRNOG00000043378,0,0,0,0,2,0
ENSRNOG00000043381,170,122,150,458,437,259
ENSRNOG00000043382,0,0,0,0,0,0
ENSRNOG00000043383,0,0,0,0,0,0
ENSRNOG00000043384,0,0,0,0,0,0
ENSRNOG00000043386,116,117,109,353,298,227
ENSRNOG00000043387,5,2,3,14,20,15
ENSRNOG00000043388,461,561,472,2568,2182,1604
ENSRNOG00000043390,1,0,1,2,3,2
ENSRNOG00000043392,0,0,0,0,0,0
ENSRNOG00000043400,1,3.17,0,1.01,0,1
ENSRNOG00000043402,0,0,0,0,0,0
ENSRNOG00000043404,3689,4087,2918,10804,14053,9489
ENSRNOG00000043410,8,11,4,5,4,2
ENSRNOG00000043412,2,3,0,3,1,0
ENSRNOG00000043413,0,0,0,0,0,0
ENSRNOG00000043414,2,1,1,4,4,1
ENSRNOG00000043416,58,38,89,634,345,180
ENSRNOG00000043417,0,0,0,0,0,0
ENSRNOG00000043419,2,0,1,3,11,4
ENSRNOG00000043422,0,0,0,0,0,0
ENSRNOG00000043425,0,0,0,0,0,0
ENSRNOG00000043426,774,793,679,2362,3012,2286
ENSRNOG00000043436,594,577,467,1650,1425,962
ENSRNOG00000043438,0,0,0,0,0,0
ENSRNOG00000043439,34.44,31.07,29.58,108.05,87.55,50.53
ENSRNOG00000043441,6,3,8,26,22,12
ENSRNOG00000043445,2,0,0,0,0,0
ENSRNOG00000043451,27,7,20,116,207,136
ENSRNOG00000043455,0,0,0,0,0,0
ENSRNOG00000043459,0,0,0,0,0,0
ENSRNOG00000043460,0,0,0,0,0,0
ENSRNOG00000043465,1,0,2,2,14,3
ENSRNOG00000043466,0,0,0,0,0,0
ENSRNOG00000043471,0,0,0,0,0,0
ENSRNOG00000043478,1,1,0,8.19,1,0
ENSRNOG00000043480,25,20,20,45,25.22,16
ENSRNOG00000043481,0,0,0,0,0,0
ENSRNOG00000043486,21,8,9,83,60,48
ENSRNOG00000043487,0,0,0,1,0,0
ENSRNOG00000043492,0,0,0,0,0,0
ENSRNOG00000043494,0,0,0,0,0,0
ENSRNOG00000043498,432,468,432,820,506,405
ENSRNOG00000043502,0,0,0,0,0,0
ENSRNOG00000043503,638,742,640,3243,2682,2463
ENSRNOG00000043507,0,0,0,0,0,0
ENSRNOG00000043508,0,0,0,0,0,0
ENSRNOG00000043511,0,0,0,0,0,0
ENSRNOG00000043512,0,0,0,0,0,0
ENSRNOG00000043513,0,1,0,2,0,1
ENSRNOG00000043531,0,0,0,0,0,0
ENSRNOG00000043539,0,0,0,0,0,0
ENSRNOG00000043550,0,0,0,0,0,0
ENSRNOG00000043551,0,0,0,0,0,0
ENSRNOG00000043562,0,0,0,0,0,0
ENSRNOG00000043567,0,0,0,0,0,0
ENSRNOG00000043588,0,0,0,0,0,0
ENSRNOG00000043596,0,0,0,0,0,0
ENSRNOG00000043615,0,0,0,0,0,0
ENSRNOG00000043616,0,0,0,0,0,0
ENSRNOG00000043645,0,0,0,0,0,0
ENSRNOG00000043655,0,0,0,0,0,0
ENSRNOG00000043668,0,0,0,0,0,0
ENSRNOG00000043690,0,0,0,0,0,0
ENSRNOG00000043707,0,0,0,0,0,0
ENSRNOG00000043726,0,0,0,0,0,0
ENSRNOG00000043733,0,0,0,0,0,0
ENSRNOG00000043738,0,0,0,0,0,0
ENSRNOG00000043745,0,0,0,0,0,0
ENSRNOG00000043746,0,0,0,0,0,0
ENSRNOG00000043755,0,0,0,0,0,0
ENSRNOG00000043772,0,0,0,0,0,0
ENSRNOG00000043813,0,0,0,0,0,0
ENSRNOG00000043814,0,0,0,0,0,0
ENSRNOG00000043819,0,0,0,0,0,0
ENSRNOG00000043820,0,0,0,0,0,0
ENSRNOG00000043826,0,0,0,0,0,0
ENSRNOG00000043828,0,0,0,0,0,0
ENSRNOG00000043837,0,0,0,0,0,0
ENSRNOG00000043842,0,0,0,0,0,0
ENSRNOG00000043845,0,0,0,0,0,0
ENSRNOG00000043854,0,0,0,1,0,0
ENSRNOG00000043856,0,0,0,0,0,0
ENSRNOG00000043857,0,0,0,0,0,0
ENSRNOG00000043866,3213,3824,2576,11408,8748,5268
ENSRNOG00000043884,0,0,0,0,0,0
ENSRNOG00000043886,0,0,0,0,0,0
ENSRNOG00000043915,0,0,0,0,0,0
ENSRNOG00000043926,0,0,0,0,0,0
ENSRNOG00000043952,0,0,0,0,0,0
ENSRNOG00000043969,0,0,0,0,0,0
ENSRNOG00000043975,0,0,0,0,0,0
ENSRNOG00000043978,0,0,0,0,0,0
ENSRNOG00000043983,0,0,0,0,0,0
ENSRNOG00000044003,0,0,0,0,0,0
ENSRNOG00000044036,0,0,0,0,0,0
ENSRNOG00000044047,0,0,0,0,0,0
ENSRNOG00000044076,0,0,0,0,0,0
ENSRNOG00000044078,0,0,0,0,0,0
ENSRNOG00000044082,0,0,0,0,0,0
ENSRNOG00000044087,0,0,0,0,0,0
ENSRNOG00000044095,0,0,0,0,0,0
ENSRNOG00000044126,0,0,0,0,0,0
ENSRNOG00000044128,0,0,0,0,0,0
ENSRNOG00000044170,0,0,0,0,0,0
ENSRNOG00000044193,0,0,0,0,0,0
ENSRNOG00000044194,0,0,0,0,0,0
ENSRNOG00000044200,0,0,0,0,0,0
ENSRNOG00000044214,0,0,0,0,0,0
ENSRNOG00000044264,0,0,0,0,0,0
ENSRNOG00000044267,0,0,0,0,0,0
ENSRNOG00000044282,0,0,0,0,0,0
ENSRNOG00000044284,0,0,0,0,0,0
ENSRNOG00000044300,0,0,0,0,0,0
ENSRNOG00000044303,0,0,0,0,0,0
ENSRNOG00000044314,0,0,0,0,0,0
ENSRNOG00000044330,0,0,0,0,0,0
ENSRNOG00000044338,0,0,0,0,0,0
ENSRNOG00000044353,0,0,0,0,0,0
ENSRNOG00000044385,0,0,0,0,0,0
ENSRNOG00000044386,0,0,0,0,0,0
ENSRNOG00000044394,0,0,0,0,0,0
ENSRNOG00000044405,0,0,0,0,0,0
ENSRNOG00000044409,0,0,0,0,0,0
ENSRNOG00000044415,0,0,0,0,0,0
ENSRNOG00000044429,0,0,0,0,0,0
ENSRNOG00000044437,0,0,0,0,0,0
ENSRNOG00000044438,0,0,0,0,0,0
ENSRNOG00000044448,0,0,0,0,0,0
ENSRNOG00000044463,0,0,0,0,0,0
ENSRNOG00000044494,0,0,0,0,0,0
ENSRNOG00000044501,0,0,0,0,0,0
ENSRNOG00000044504,0,0,0,0,0,0
ENSRNOG00000044505,0,0,0,0,0,0
ENSRNOG00000044512,0,0,0,0,0,0
ENSRNOG00000044524,0,0,0,0,0,0
ENSRNOG00000044555,0,0,0,0,0,0
ENSRNOG00000044566,0,0,0,0,0,0
ENSRNOG00000044574,0,0,0,0,0,0
ENSRNOG00000044576,0,0,0,1,0,0
ENSRNOG00000044590,0,0,0,0,0,0
ENSRNOG00000044599,0,0,0,0,0,0
ENSRNOG00000044601,0,0,0,0,0,0
ENSRNOG00000044605,0,0,0,0,0,0
ENSRNOG00000044610,0,0,0,0,0,0
ENSRNOG00000044615,0,0,0,0,0,0
ENSRNOG00000044626,0,0,0,0,0,0
ENSRNOG00000044629,0,0,0,0,0,0
ENSRNOG00000044631,0,0,0,0,0,0
ENSRNOG00000044636,0,0,0,0,0,0
ENSRNOG00000044644,0,0,0,0,0,0
ENSRNOG00000044645,0,0,0,0,0,0
ENSRNOG00000044660,0,0,0,0,0,0
ENSRNOG00000044661,0,0,0,0,0,0
ENSRNOG00000044699,0,0,0,0,0,0
ENSRNOG00000044703,0,0,0,0,0,0
ENSRNOG00000044715,0,0,0,0,0,0
ENSRNOG00000044719,0,0,0,0,0,0
ENSRNOG00000044722,0,0,0,0,0,0
ENSRNOG00000044762,0,0,0,0,0,0
ENSRNOG00000044767,0,0,0,0,0,0
ENSRNOG00000044771,0,0,0,0,0,0
ENSRNOG00000044773,0,0,0,0,0,0
ENSRNOG00000044784,0,0,0,0,0,0
ENSRNOG00000044786,0,0,0,0,0,0
ENSRNOG00000044820,0,0,0,0,0,0
ENSRNOG00000044833,0,0,0,0,0,0
ENSRNOG00000044838,0,0,0,0,0,0
ENSRNOG00000044850,0,0,0,0,0,0
ENSRNOG00000044867,0,0,0,0,0,0
ENSRNOG00000044880,0,0,0,0,0,0
ENSRNOG00000044889,0,0,0,0,0,0
ENSRNOG00000044894,0,0,0,0,0,0
ENSRNOG00000044895,0,0,0,0,0,0
ENSRNOG00000044905,0,0,0,0,0,0
ENSRNOG00000044930,0,0,0,0,0,0
ENSRNOG00000044937,0,0,0,0,0,0
ENSRNOG00000044940,0,0,0,0,0,0
ENSRNOG00000044954,0,0,0,0,0,0
ENSRNOG00000044968,0,0,0,0,0,0
ENSRNOG00000044990,0,0,0,0,0,0
ENSRNOG00000044997,0,0,0,0,0,0
ENSRNOG00000045002,0,0,0,0,0,0
ENSRNOG00000045006,0,0,0,0,0,0
ENSRNOG00000045014,0,0,0,0,0,0
ENSRNOG00000045015,0,0,0,0,0,0
ENSRNOG00000045032,0,0,0,0,0,0
ENSRNOG00000045036,0,0,0,0,0,0
ENSRNOG00000045043,0,0,0,0,0,0
ENSRNOG00000045061,0,0,0,0,0,0
ENSRNOG00000045070,0,0,0,0,0,0
ENSRNOG00000045084,0,0,0,0,0,0
ENSRNOG00000045087,0,0,0,0,0,0
ENSRNOG00000045100,0,0,0,0,0,0
ENSRNOG00000045106,0,0,0,0,0,0
ENSRNOG00000045148,0,0,0,0,0,0
ENSRNOG00000045162,0,0,0,0,0,0
ENSRNOG00000045168,0,0,0,0,0,0
ENSRNOG00000045172,0,0,0,0,0,0
ENSRNOG00000045175,0,0,0,0,0,0
ENSRNOG00000045182,0,0,0,0,0,0
ENSRNOG00000045187,0,0,0,0,0,0
ENSRNOG00000045206,0,0,0,0,0,0
ENSRNOG00000045211,0,0,0,0,0,0
ENSRNOG00000045233,0,0,0,0,0,0
ENSRNOG00000045242,0,0,0,0,0,0
ENSRNOG00000045251,0,0,0,0,0,0
ENSRNOG00000045261,0,0,0,0,0,0
ENSRNOG00000045263,0,0,0,0,0,0
ENSRNOG00000045293,0,0,0,0,0,0
ENSRNOG00000045298,0,0,0,0,0,0
ENSRNOG00000045322,0,0,0,0,0,0
ENSRNOG00000045327,0,0,0,0,0,0
ENSRNOG00000045356,0,0,0,0,0,0
ENSRNOG00000045363,0,0,0,0,0,0
ENSRNOG00000045369,0,0,0,0,0,0
ENSRNOG00000045370,0,0,0,0,0,0
ENSRNOG00000045387,0,0,0,0,0,0
ENSRNOG00000045399,0,0,0,0,0,0
ENSRNOG00000045403,0,0,0,0,0,0
ENSRNOG00000045463,0,0,0,0,0,0
ENSRNOG00000045491,0,0,0,0,0,0
ENSRNOG00000045493,0,0,0,0,0,0
ENSRNOG00000045510,0,0,0,0,0,0
ENSRNOG00000045524,200,203,150,779,653,439
ENSRNOG00000045525,0,0,0,0,0,0
ENSRNOG00000045527,0,0,0,0,0,0
ENSRNOG00000045530,0,0,0,0,0,0
ENSRNOG00000045532,0,0,0,0,0,0
ENSRNOG00000045533,0,0,0,0,0,0
ENSRNOG00000045535,133,140,98,483,368,291
ENSRNOG00000045536,0,0,0,0,0,0
ENSRNOG00000045537,0,0,0,0,0,0
ENSRNOG00000045539,109.43,173.3,130.1,358.72,523.63,339.92
ENSRNOG00000045540,0,0,0,0,0,0
ENSRNOG00000045541,3,7,3,14,8,4
ENSRNOG00000045542,0,0,0,0,0,0
ENSRNOG00000045543,21,22,11,50,51,38
ENSRNOG00000045544,0,0,0,0,0,0
ENSRNOG00000045545,6,2,0,11,7,2
ENSRNOG00000045546,0,0,0,0,0,0
ENSRNOG00000045548,0.25,4.78,0,15.54,0,7.18
ENSRNOG00000045549,0,0,0,0,0,0
ENSRNOG00000045552,0,0,0,0,0,0
ENSRNOG00000045553,99,125,109,464,618,398
ENSRNOG00000045554,0,0,0,0,0.4,0
ENSRNOG00000045555,320,336.45,299,1124.73,1000,693.67
ENSRNOG00000045556,0,0,0,0,0,0
ENSRNOG00000045557,0,0,0,0,0,0
ENSRNOG00000045558,3,7,4,36,29,34
ENSRNOG00000045560,41,28,44,344.03,141,163.49
ENSRNOG00000045561,113,86,82,292,315,214
ENSRNOG00000045563,0,0,0,0,0,0
ENSRNOG00000045565,0,0,0,0,0,0
